Código Expediente;Distrito;Barrio;Día de la Semana;Año;Mes;Nombre Mes;Día del Mes;Hora del Día;Turno;Tipo de Accidente
2018S002017;Sarrià-Sant Gervasi;Sarrià;Sábado;2018;3;Marzo;10;18;Tarde;Abast
2018S002018;Eixample;l'Antiga Esquerra de l'Eixample;Lunes;2018;3;Marzo;5;19;Tarde;Caiguda (dues rodes)
2018S002019;Eixample;la Dreta de l'Eixample;Lunes;2018;3;Marzo;12;18;Tarde;Col.lisió lateral
2018S002020;Sants-Montjuïc;el Poble-sec;Lunes;2018;3;Marzo;12;13;Mañana;Col.lisió lateral
2018S002021;Les Corts;Pedralbes;Lunes;2018;3;Marzo;12;15;Tarde;Abast
2018S002022;Sant Andreu;Navas;Lunes;2018;3;Marzo;12;18;Tarde;Col.lisió lateral
2018S002023;Les Corts;les Corts;Lunes;2018;3;Marzo;12;21;Tarde;Abast
2018S002024;Eixample;la Dreta de l'Eixample;Martes;2018;3;Marzo;13;7;Mañana;Col.lisió lateral
2018S002025;Eixample;la Dreta de l'Eixample;Martes;2018;3;Marzo;13;8;Mañana;Atropellament
2018S002026;Sarrià-Sant Gervasi;Sant Gervasi - Galvany;Martes;2018;3;Marzo;13;10;Mañana;Abast
2018S002027;Ciutat Vella;Sant Pere, Santa Caterina i la Ribera;Martes;2018;3;Marzo;13;11;Mañana;Abast
2018S002028;Eixample;la Dreta de l'Eixample;Martes;2018;3;Marzo;13;12;Mañana;Atropellament
2018S002029;Eixample;l'Antiga Esquerra de l'Eixample;Martes;2018;3;Marzo;13;12;Mañana;Col.lisió lateral
2018S002030;Sant Martí;el Clot;Martes;2018;3;Marzo;13;14;Tarde;Abast
2018S002031;Sant Andreu;Sant Andreu;Martes;2018;3;Marzo;13;13;Mañana;Col.lisió lateral
2018S002032;Eixample;l'Antiga Esquerra de l'Eixample;Martes;2018;3;Marzo;13;15;Tarde;Col.lisió fronto-lateral
2018S002033;Sarrià-Sant Gervasi;Sant Gervasi - Galvany;Martes;2018;3;Marzo;13;13;Mañana;Altres
2018S002034;Gràcia;el Camp d'en Grassot i Gràcia Nova;Martes;2018;3;Marzo;13;16;Tarde;Atropellament
2018S002035;Eixample;la Sagrada Família;Martes;2018;3;Marzo;13;16;Tarde;Xoc contra element estàtic
2018S002036;Ciutat Vella;el Barri Gòtic;Martes;2018;3;Marzo;13;13;Mañana;Caiguda (dues rodes)
2018S002037;Sarrià-Sant Gervasi;Sant Gervasi - Galvany;Martes;2018;3;Marzo;13;18;Tarde;Col.lisió lateral
2018S002038;Horta-Guinardó;el Baix Guinardó;Martes;2018;3;Marzo;13;17;Tarde;Col.lisió fronto-lateral
2018S002039;Sants-Montjuïc;la Marina del Prat Vermell;Martes;2018;3;Marzo;13;18;Tarde;Col.lisió fronto-lateral
2018S002040;Eixample;la Dreta de l'Eixample;Martes;2018;3;Marzo;13;18;Tarde;Caiguda (dues rodes)
2018S002041;Les Corts;la Maternitat i Sant Ramon;Martes;2018;3;Marzo;13;19;Tarde;Col.lisió lateral
2018S002042;Eixample;la Sagrada Família;Martes;2018;3;Marzo;13;20;Tarde;Abast
2018S002043;Gràcia;el Camp d'en Grassot i Gràcia Nova;Martes;2018;3;Marzo;13;20;Tarde;Col.lisió lateral
2018S002044;Horta-Guinardó;Horta;Martes;2018;3;Marzo;13;20;Tarde;Caiguda (dues rodes)
2018S002044;Horta-Guinardó;Horta;Martes;2018;3;Marzo;13;20;Tarde;Xoc contra element estàtic
2018S002045;Eixample;el Fort Pienc;Martes;2018;3;Marzo;13;21;Tarde;Col.lisió lateral
2018S002046;Sarrià-Sant Gervasi;Sant Gervasi - la Bonanova;Martes;2018;3;Marzo;13;19;Tarde;Abast
2018S002047;Sarrià-Sant Gervasi;el Putxet i el Farró;Martes;2018;3;Marzo;13;22;Noche;Xoc contra element estàtic
2018S002048;Eixample;la Dreta de l'Eixample;Martes;2018;3;Marzo;13;23;Noche;Col.lisió fronto-lateral
2018S002049;Sarrià-Sant Gervasi;Sant Gervasi - la Bonanova;Miércoles;2018;3;Marzo;14;7;Mañana;Col.lisió fronto-lateral
2018S002050;Sarrià-Sant Gervasi;Sant Gervasi - Galvany;Miércoles;2018;3;Marzo;14;8;Mañana;Col.lisió lateral
2018S002051;Sant Martí;el Poblenou;Miércoles;2018;3;Marzo;14;7;Mañana;Xoc contra element estàtic
2018S002052;Sarrià-Sant Gervasi;Sant Gervasi - Galvany;Miércoles;2018;3;Marzo;14;8;Mañana;Col.lisió fronto-lateral
2018S002053;Eixample;la Dreta de l'Eixample;Miércoles;2018;3;Marzo;14;9;Mañana;Caiguda (dues rodes)
2018S002054;Eixample;la Nova Esquerra de l'Eixample;Miércoles;2018;3;Marzo;14;9;Mañana;Abast
2018S002055;Horta-Guinardó;la Vall d'Hebron;Miércoles;2018;3;Marzo;14;9;Mañana;Col.lisió lateral
2018S002055;Horta-Guinardó;la Vall d'Hebron;Miércoles;2018;3;Marzo;14;9;Mañana;Caiguda interior vehicle
2018S002056;Horta-Guinardó;el Carmel;Miércoles;2018;3;Marzo;14;9;Mañana;Col.lisió lateral
2018S002057;Eixample;el Fort Pienc;Miércoles;2018;3;Marzo;14;11;Mañana;Abast
2018S002058;Ciutat Vella;la Barceloneta;Miércoles;2018;3;Marzo;14;11;Mañana;Caiguda interior vehicle
2018S002059;Nou Barris;Porta;Miércoles;2018;3;Marzo;14;14;Tarde;Abast multiple
2018S002060;Sarrià-Sant Gervasi;el Putxet i el Farró;Miércoles;2018;3;Marzo;14;14;Tarde;Col.lisió lateral
2018S002061;Nou Barris;la Prosperitat;Miércoles;2018;3;Marzo;14;15;Tarde;Col.lisió fronto-lateral
2018S002062;Gràcia;Vallcarca i els Penitents;Miércoles;2018;3;Marzo;14;13;Mañana;Abast
2018S002063;Sarrià-Sant Gervasi;Sant Gervasi - la Bonanova;Miércoles;2018;3;Marzo;14;13;Mañana;Col.lisió lateral
2018S002064;Sant Martí;el Besòs i el Maresme;Miércoles;2018;3;Marzo;14;15;Tarde;Col.lisió fronto-lateral
2018S002065;Eixample;la Dreta de l'Eixample;Miércoles;2018;3;Marzo;14;14;Tarde;Atropellament
2018S002066;Les Corts;la Maternitat i Sant Ramon;Miércoles;2018;3;Marzo;14;15;Tarde;Atropellament
2018S002067;Sant Martí;el Parc i la Llacuna del Poblenou;Miércoles;2018;3;Marzo;14;16;Tarde;Atropellament
2018S002068;Gràcia;la Vila de Gràcia;Miércoles;2018;3;Marzo;14;16;Tarde;Atropellament
2018S002069;Sant Martí;el Clot;Martes;2018;3;Marzo;13;20;Tarde;Col.lisió fronto-lateral
2018S002070;Sant Martí;el Clot;Miércoles;2018;3;Marzo;14;16;Tarde;Abast multiple
2018S002071;Sant Martí;el Parc i la Llacuna del Poblenou;Miércoles;2018;3;Marzo;14;15;Tarde;Abast
2018S002072;Eixample;l'Antiga Esquerra de l'Eixample;Miércoles;2018;3;Marzo;14;14;Tarde;Atropellament
2018S002073;Eixample;la Dreta de l'Eixample;Miércoles;2018;3;Marzo;14;18;Tarde;Atropellament
2018S002074;Gràcia;Vallcarca i els Penitents;Miércoles;2018;3;Marzo;14;20;Tarde;Abast
2018S002075;Eixample;la Dreta de l'Eixample;Miércoles;2018;3;Marzo;14;20;Tarde;Col.lisió fronto-lateral
2018S002076;Les Corts;les Corts;Miércoles;2018;3;Marzo;14;20;Tarde;Abast
2018S002077;Eixample;el Fort Pienc;Miércoles;2018;3;Marzo;14;19;Tarde;Col.lisió lateral
2018S002078;Eixample;la Nova Esquerra de l'Eixample;Miércoles;2018;3;Marzo;14;20;Tarde;Col.lisió fronto-lateral
2018S002079;Eixample;la Nova Esquerra de l'Eixample;Miércoles;2018;3;Marzo;14;20;Tarde;Col.lisió lateral
2018S002080;Eixample;la Nova Esquerra de l'Eixample;Miércoles;2018;3;Marzo;14;20;Tarde;Col.lisió lateral
2018S002081;Sarrià-Sant Gervasi;les Tres Torres;Miércoles;2018;3;Marzo;14;15;Tarde;Abast
2018S002082;Sants-Montjuïc;el Poble-sec;Jueves;2018;3;Marzo;15;6;Mañana;Col.lisió fronto-lateral
2018S002083;Sarrià-Sant Gervasi;Sant Gervasi - la Bonanova;Jueves;2018;3;Marzo;15;8;Mañana;Col.lisió fronto-lateral
2018S002083;Sarrià-Sant Gervasi;Sant Gervasi - la Bonanova;Jueves;2018;3;Marzo;15;8;Mañana;Caiguda (dues rodes)
2018S002083;Sarrià-Sant Gervasi;Sant Gervasi - la Bonanova;Jueves;2018;3;Marzo;15;8;Mañana;Altres
2018S002084;Sant Andreu;Sant Andreu;Jueves;2018;3;Marzo;15;8;Mañana;Col.lisió fronto-lateral
2018S002084;Sant Andreu;Sant Andreu;Jueves;2018;3;Marzo;15;8;Mañana;Xoc contra element estàtic
2018S002085;Ciutat Vella;Sant Pere, Santa Caterina i la Ribera;Jueves;2018;3;Marzo;15;10;Mañana;Col.lisió fronto-lateral
2018S002086;Les Corts;les Corts;Jueves;2018;3;Marzo;15;10;Mañana;Col.lisió fronto-lateral
2018S002087;Les Corts;les Corts;Jueves;2018;3;Marzo;15;11;Mañana;Atropellament
2018S002088;Sant Andreu;Navas;Jueves;2018;3;Marzo;15;11;Mañana;Atropellament
2018S002089;Sants-Montjuïc;Sants;Jueves;2018;3;Marzo;15;12;Mañana;Caiguda interior vehicle
2018S002090;Eixample;la Dreta de l'Eixample;Jueves;2018;3;Marzo;15;10;Mañana;Abast multiple
2018S002091;Sant Martí;el Poblenou;Jueves;2018;3;Marzo;15;15;Tarde;Col.lisió fronto-lateral
2018S002092;Sant Martí;la Verneda i la Pau;Jueves;2018;3;Marzo;15;14;Tarde;Atropellament
2018S002093;Les Corts;Pedralbes;Jueves;2018;3;Marzo;15;17;Tarde;Atropellament
2018S002094;Eixample;la Dreta de l'Eixample;Jueves;2018;3;Marzo;15;16;Tarde;Atropellament
2018S002095;Sarrià-Sant Gervasi;Sarrià;Jueves;2018;3;Marzo;15;17;Tarde;Abast
2018S002096;Sarrià-Sant Gervasi;Sant Gervasi - Galvany;Jueves;2018;3;Marzo;15;18;Tarde;Abast
2018S002097;Sant Martí;el Camp de l'Arpa del Clot;Jueves;2018;3;Marzo;15;18;Tarde;Atropellament
2018S002098;Horta-Guinardó;el Guinardó;Jueves;2018;3;Marzo;15;19;Tarde;Caiguda (dues rodes)
2018S002099;Sants-Montjuïc;la Marina del Prat Vermell;Jueves;2018;3;Marzo;15;20;Tarde;Col.lisió lateral
2018S002100;Sants-Montjuïc;el Poble-sec;Jueves;2018;3;Marzo;15;20;Tarde;Xoc contra element estàtic
2018S002101;Sarrià-Sant Gervasi;les Tres Torres;Jueves;2018;3;Marzo;15;22;Noche;Col.lisió fronto-lateral
2018S002102;Eixample;la Sagrada Família;Jueves;2018;3;Marzo;15;21;Tarde;Col.lisió lateral
2018S002103;Sants-Montjuïc;la Marina del Prat Vermell;Viernes;2018;3;Marzo;16;7;Mañana;Col.lisió lateral
2018S002104;Sant Martí;la Vila Olímpica del Poblenou;Viernes;2018;3;Marzo;16;8;Mañana;Altres
2018S002105;Horta-Guinardó;Horta;Viernes;2018;3;Marzo;16;8;Mañana;Col.lisió fronto-lateral
2018S002106;Eixample;la Dreta de l'Eixample;Viernes;2018;3;Marzo;16;6;Mañana;Col.lisió fronto-lateral
2018S002107;Sant Martí;Diagonal Mar i el Front Marítim del Poblenou;Viernes;2018;3;Marzo;16;10;Mañana;Col.lisió lateral
2018S002108;Sarrià-Sant Gervasi;Sarrià;Jueves;2018;3;Marzo;15;8;Mañana;Col.lisió lateral
2018S002109;Les Corts;les Corts;Viernes;2018;3;Marzo;16;9;Mañana;Xoc contra element estàtic
2018S002110;Sants-Montjuïc;la Font de la Guatlla;Viernes;2018;3;Marzo;16;12;Mañana;Atropellament
2018S002111;Eixample;la Dreta de l'Eixample;Viernes;2018;3;Marzo;16;11;Mañana;Col.lisió lateral
2018S002112;Eixample;el Fort Pienc;Viernes;2018;3;Marzo;16;12;Mañana;Col.lisió fronto-lateral
2018S002113;Eixample;la Dreta de l'Eixample;Viernes;2018;3;Marzo;16;12;Mañana;Abast
2018S002114;Sants-Montjuïc;Sants;Martes;2018;3;Marzo;13;17;Tarde;Atropellament
2018S002115;Eixample;la Dreta de l'Eixample;Viernes;2018;3;Marzo;16;13;Mañana;Col.lisió lateral
2018S002116;Horta-Guinardó;Sant Genís dels Agudells;Viernes;2018;3;Marzo;16;13;Mañana;Abast multiple
2018S002117;Eixample;l'Antiga Esquerra de l'Eixample;Viernes;2018;3;Marzo;16;14;Tarde;Altres
2018S002118;Gràcia;Vallcarca i els Penitents;Viernes;2018;3;Marzo;16;14;Tarde;Abast multiple
2018S002119;Sarrià-Sant Gervasi;Sarrià;Viernes;2018;3;Marzo;16;15;Tarde;Abast
2018S002120;Sant Martí;el Poblenou;Viernes;2018;3;Marzo;16;16;Tarde;Col.lisió lateral
2018S002121;Sant Martí;Diagonal Mar i el Front Marítim del Poblenou;Viernes;2018;3;Marzo;16;15;Tarde;Col.lisió lateral
2018S002122;Ciutat Vella;la Barceloneta;Viernes;2018;3;Marzo;16;14;Tarde;Col.lisió lateral
2018S002123;Eixample;Sant Antoni;Viernes;2018;3;Marzo;16;16;Tarde;Col.lisió fronto-lateral
2018S002124;Eixample;la Dreta de l'Eixample;Viernes;2018;3;Marzo;16;15;Tarde;Col.lisió fronto-lateral
2018S002125;Sant Martí;el Parc i la Llacuna del Poblenou;Viernes;2018;3;Marzo;16;16;Tarde;Col.lisió lateral
2018S002126;Les Corts;les Corts;Viernes;2018;3;Marzo;16;16;Tarde;Col.lisió lateral
2018S002127;Eixample;la Nova Esquerra de l'Eixample;Viernes;2018;3;Marzo;16;16;Tarde;Col.lisió lateral
2018S002128;Eixample;la Dreta de l'Eixample;Viernes;2018;3;Marzo;16;17;Tarde;Atropellament
2018S002129;Ciutat Vella;el Raval;Viernes;2018;3;Marzo;16;18;Tarde;Abast multiple
2018S002130;Les Corts;Pedralbes;Viernes;2018;3;Marzo;16;17;Tarde;Col.lisió lateral
2018S002131;Sarrià-Sant Gervasi;el Putxet i el Farró;Viernes;2018;3;Marzo;16;18;Tarde;Col.lisió fronto-lateral
2018S002132;Ciutat Vella;Sant Pere, Santa Caterina i la Ribera;Viernes;2018;3;Marzo;16;17;Tarde;Xoc contra element estàtic
2018S002133;Sarrià-Sant Gervasi;Sant Gervasi - Galvany;Viernes;2018;3;Marzo;16;19;Tarde;Abast
2018S002134;Sant Martí;el Clot;Viernes;2018;3;Marzo;16;15;Tarde;Xoc contra element estàtic
2018S002135;Horta-Guinardó;Horta;Viernes;2018;3;Marzo;16;19;Tarde;Abast
2018S002135;Horta-Guinardó;Horta;Viernes;2018;3;Marzo;16;19;Tarde;Atropellament
2018S002136;Sarrià-Sant Gervasi;Sant Gervasi - Galvany;Viernes;2018;3;Marzo;16;20;Tarde;Col.lisió lateral
2018S002137;Sarrià-Sant Gervasi;el Putxet i el Farró;Viernes;2018;3;Marzo;16;19;Tarde;Atropellament
2018S002138;Eixample;la Dreta de l'Eixample;Viernes;2018;3;Marzo;16;14;Tarde;Col.lisió lateral
2018S002139;Sant Martí;el Clot;Viernes;2018;3;Marzo;16;21;Tarde;Abast
2018S002140;Sants-Montjuïc;Hostafrancs;Viernes;2018;3;Marzo;16;17;Tarde;Caiguda interior vehicle
2018S002141;Gràcia;Vallcarca i els Penitents;Viernes;2018;3;Marzo;16;21;Tarde;Abast
2018S002142;Nou Barris;la Prosperitat;Viernes;2018;3;Marzo;16;18;Tarde;Caiguda interior vehicle
2018S002143;Les Corts;les Corts;Viernes;2018;3;Marzo;16;22;Noche;Abast
2018S002144;Sarrià-Sant Gervasi;Sant Gervasi - la Bonanova;Viernes;2018;3;Marzo;16;18;Tarde;Atropellament
2018S002145;Sant Martí;el Parc i la Llacuna del Poblenou;Viernes;2018;3;Marzo;16;22;Noche;Col.lisió fronto-lateral
2018S002146;Gràcia;Vallcarca i els Penitents;Sábado;2018;3;Marzo;17;1;Noche;Col.lisió fronto-lateral
2018S002147;Sarrià-Sant Gervasi;Sant Gervasi - la Bonanova;Sábado;2018;3;Marzo;17;3;Noche;Xoc contra element estàtic
2018S002148;Sant Andreu;el Bon Pastor;Viernes;2018;3;Marzo;16;22;Noche;Altres
2018S002148;Sant Andreu;el Bon Pastor;Viernes;2018;3;Marzo;16;22;Noche;Abast
2018S002149;Sants-Montjuïc;la Marina del Prat Vermell;Sábado;2018;3;Marzo;17;8;Mañana;Abast multiple
2018S002150;Sant Martí;el Besòs i el Maresme;Sábado;2018;3;Marzo;17;8;Mañana;Abast
2018S002151;Sant Martí;el Camp de l'Arpa del Clot;Sábado;2018;3;Marzo;17;9;Mañana;Col.lisió fronto-lateral
2018S002152;Sant Andreu;la Trinitat Vella;Sábado;2018;3;Marzo;17;11;Mañana;Xoc contra element estàtic
2018S002153;Eixample;la Sagrada Família;Sábado;2018;3;Marzo;17;10;Mañana;Col.lisió lateral
2018S002154;Sarrià-Sant Gervasi;Sant Gervasi - Galvany;Sábado;2018;3;Marzo;17;11;Mañana;Col.lisió lateral
2018S002154;Sarrià-Sant Gervasi;Sant Gervasi - Galvany;Sábado;2018;3;Marzo;17;11;Mañana;Caiguda (dues rodes)
2018S002155;Eixample;la Dreta de l'Eixample;Sábado;2018;3;Marzo;17;10;Mañana;Atropellament
2018S002156;Nou Barris;Porta;Sábado;2018;3;Marzo;17;13;Mañana;Col.lisió lateral
2018S002157;Eixample;la Dreta de l'Eixample;Sábado;2018;3;Marzo;17;15;Tarde;Col.lisió lateral
2018S002158;Eixample;la Nova Esquerra de l'Eixample;Sábado;2018;3;Marzo;17;12;Mañana;Col.lisió lateral
2018S002159;Eixample;la Dreta de l'Eixample;Sábado;2018;3;Marzo;17;10;Mañana;Col.lisió fronto-lateral
2018S002160;Ciutat Vella;el Barri Gòtic;Sábado;2018;3;Marzo;17;17;Tarde;Atropellament
2018S002161;Eixample;la Dreta de l'Eixample;Sábado;2018;3;Marzo;17;17;Tarde;Atropellament
2018S002162;Eixample;la Dreta de l'Eixample;Sábado;2018;3;Marzo;17;17;Tarde;Abast
2018S002163;Sants-Montjuïc;el Poble-sec;Sábado;2018;3;Marzo;17;17;Tarde;Caiguda (dues rodes)
2018S002164;Sants-Montjuïc;Hostafrancs;Sábado;2018;3;Marzo;17;19;Tarde;Col.lisió fronto-lateral
2018S002165;Sants-Montjuïc;la Marina de Port;Sábado;2018;3;Marzo;17;20;Tarde;Col.lisió lateral
2018S002166;Horta-Guinardó;el Guinardó;Sábado;2018;3;Marzo;17;20;Tarde;Atropellament
2018S002167;Sants-Montjuïc;Hostafrancs;Sábado;2018;3;Marzo;17;21;Tarde;Col.lisió fronto-lateral
2018S002168;Sants-Montjuïc;Sants;Sábado;2018;3;Marzo;17;21;Tarde;Col.lisió fronto-lateral
2018S002169;Horta-Guinardó;la Teixonera;Sábado;2018;3;Marzo;17;23;Noche;Caiguda (dues rodes)
2018S002170;Sarrià-Sant Gervasi;les Tres Torres;Domingo;2018;3;Marzo;18;4;Noche;Xoc contra element estàtic
2018S002171;Sant Andreu;Sant Andreu;Domingo;2018;3;Marzo;18;6;Mañana;Xoc contra element estàtic
2018S002172;Eixample;la Nova Esquerra de l'Eixample;Domingo;2018;3;Marzo;18;8;Mañana;Col.lisió fronto-lateral
2018S002173;Eixample;la Dreta de l'Eixample;Domingo;2018;3;Marzo;18;11;Mañana;Abast
2018S002174;Sants-Montjuïc;Sants;Martes;2018;3;Marzo;13;17;Tarde;Altres
2018S002175;Eixample;la Nova Esquerra de l'Eixample;Domingo;2018;3;Marzo;18;12;Mañana;Col.lisió lateral
2018S002176;Sant Martí;la Vila Olímpica del Poblenou;Domingo;2018;3;Marzo;18;12;Mañana;Caiguda (dues rodes)
2018S002177;Sants-Montjuïc;la Marina del Prat Vermell;Domingo;2018;3;Marzo;18;13;Mañana;Abast multiple
2018S002178;Gràcia;la Salut;Domingo;2018;3;Marzo;18;13;Mañana;Abast multiple
2018S002179;Ciutat Vella;el Raval;Domingo;2018;3;Marzo;18;15;Tarde;Col.lisió lateral
2018S002180;Eixample;la Nova Esquerra de l'Eixample;Domingo;2018;3;Marzo;18;15;Tarde;Caiguda (dues rodes)
2018S002180;Eixample;la Nova Esquerra de l'Eixample;Domingo;2018;3;Marzo;18;15;Tarde;Abast
2018S002181;Sants-Montjuïc;la Bordeta;Domingo;2018;3;Marzo;18;16;Tarde;Atropellament
2018S002182;Eixample;la Dreta de l'Eixample;Domingo;2018;3;Marzo;18;16;Tarde;Caiguda (dues rodes)
2018S002183;Sants-Montjuïc;Sants;Sábado;2018;3;Marzo;17;21;Tarde;Atropellament
2018S002184;Sants-Montjuïc;la Bordeta;Domingo;2018;3;Marzo;18;19;Tarde;Col.lisió fronto-lateral
2018S002185;Nou Barris;Vilapicina i la Torre Llobeta;Domingo;2018;3;Marzo;18;20;Tarde;Caiguda interior vehicle
2018S002186;Eixample;la Dreta de l'Eixample;Domingo;2018;3;Marzo;18;22;Noche;Abast
2018S002187;Nou Barris;Verdun;Domingo;2018;3;Marzo;18;21;Tarde;Atropellament
2018S002188;Eixample;l'Antiga Esquerra de l'Eixample;Domingo;2018;3;Marzo;18;22;Noche;Caiguda (dues rodes)
2018S002189;Sants-Montjuïc;Sants;Domingo;2018;3;Marzo;18;23;Noche;Col.lisió frontal
2018S002190;Gràcia;la Salut;Lunes;2018;3;Marzo;19;0;Noche;Col.lisió fronto-lateral
2018S002191;Eixample;la Nova Esquerra de l'Eixample;Lunes;2018;3;Marzo;19;6;Mañana;Col.lisió fronto-lateral
2018S002192;Desconegut;Desconegut;Lunes;2018;3;Marzo;19;9;Mañana;Col.lisió frontal
2018S002193;Eixample;Sant Antoni;Lunes;2018;3;Marzo;19;8;Mañana;Abast
2018S002193;Eixample;Sant Antoni;Lunes;2018;3;Marzo;19;8;Mañana;Col.lisió lateral
2018S002194;Ciutat Vella;el Barri Gòtic;Lunes;2018;3;Marzo;19;8;Mañana;Abast
2018S002195;Sarrià-Sant Gervasi;Sant Gervasi - la Bonanova;Lunes;2018;3;Marzo;19;9;Mañana;Col.lisió lateral
2018S002196;Sant Martí;Diagonal Mar i el Front Marítim del Poblenou;Lunes;2018;3;Marzo;19;8;Mañana;Abast
2018S002197;Horta-Guinardó;Montbau;Lunes;2018;3;Marzo;19;7;Mañana;Abast multiple
2018S002197;Horta-Guinardó;Montbau;Lunes;2018;3;Marzo;19;7;Mañana;Col.lisió lateral
2018S002198;Sants-Montjuïc;la Marina del Prat Vermell;Lunes;2018;3;Marzo;19;10;Mañana;Abast
2018S002199;Eixample;el Fort Pienc;Lunes;2018;3;Marzo;19;10;Mañana;Col.lisió lateral
2018S002200;Eixample;la Dreta de l'Eixample;Lunes;2018;3;Marzo;19;10;Mañana;Col.lisió lateral
2018S002201;Eixample;la Dreta de l'Eixample;Lunes;2018;3;Marzo;19;10;Mañana;Col.lisió lateral
2018S002202;Sants-Montjuïc;el Poble-sec;Lunes;2018;3;Marzo;19;11;Mañana;Abast
2018S002203;Sants-Montjuïc;Sants;Lunes;2018;3;Marzo;19;12;Mañana;Altres
2018S002205;Gràcia;la Salut;Lunes;2018;3;Marzo;19;11;Mañana;Abast
2018S002206;Eixample;la Nova Esquerra de l'Eixample;Lunes;2018;3;Marzo;19;12;Mañana;Abast
2018S002207;Sant Andreu;Sant Andreu;Lunes;2018;3;Marzo;19;13;Mañana;Col.lisió lateral
2018S002208;Eixample;la Dreta de l'Eixample;Lunes;2018;3;Marzo;19;10;Mañana;Abast
2018S002209;Ciutat Vella;la Barceloneta;Lunes;2018;3;Marzo;19;13;Mañana;Abast
2018S002210;Eixample;la Nova Esquerra de l'Eixample;Lunes;2018;3;Marzo;19;15;Tarde;Col.lisió lateral
2018S002211;Ciutat Vella;la Barceloneta;Lunes;2018;3;Marzo;19;7;Mañana;Abast
2018S002212;Horta-Guinardó;Sant Genís dels Agudells;Lunes;2018;3;Marzo;19;14;Tarde;Caiguda (dues rodes)
2018S002213;Sant Martí;la Verneda i la Pau;Lunes;2018;3;Marzo;19;15;Tarde;Col.lisió fronto-lateral
2018S002214;Eixample;la Sagrada Família;Lunes;2018;3;Marzo;19;18;Tarde;Abast
2018S002215;Sarrià-Sant Gervasi;el Putxet i el Farró;Lunes;2018;3;Marzo;19;19;Tarde;Col.lisió fronto-lateral
2018S002216;Sarrià-Sant Gervasi;Sarrià;Lunes;2018;3;Marzo;19;13;Mañana;Abast multiple
2018S002217;Les Corts;les Corts;Lunes;2018;3;Marzo;19;20;Tarde;Abast
2018S002218;Sant Martí;el Poblenou;Lunes;2018;3;Marzo;19;17;Tarde;Abast
2018S002219;Eixample;l'Antiga Esquerra de l'Eixample;Lunes;2018;3;Marzo;19;19;Tarde;Caiguda (dues rodes)
2018S002220;Sarrià-Sant Gervasi;Sant Gervasi - Galvany;Lunes;2018;3;Marzo;19;13;Mañana;Atropellament
2018S002221;Horta-Guinardó;el Baix Guinardó;Lunes;2018;3;Marzo;19;20;Tarde;Abast
2018S002222;Ciutat Vella;Sant Pere, Santa Caterina i la Ribera;Martes;2018;3;Marzo;20;3;Noche;Abast
2018S002223;Ciutat Vella;el Barri Gòtic;Martes;2018;3;Marzo;20;8;Mañana;Abast multiple
2018S002224;Sant Andreu;el Bon Pastor;Martes;2018;3;Marzo;20;7;Mañana;Abast multiple
2018S002225;Sarrià-Sant Gervasi;Sarrià;Martes;2018;3;Marzo;20;8;Mañana;Caiguda (dues rodes)
2018S002226;Eixample;l'Antiga Esquerra de l'Eixample;Martes;2018;3;Marzo;20;10;Mañana;Altres
2018S002226;Eixample;l'Antiga Esquerra de l'Eixample;Martes;2018;3;Marzo;20;10;Mañana;Abast multiple
2018S002227;Sarrià-Sant Gervasi;Sant Gervasi - la Bonanova;Martes;2018;3;Marzo;20;8;Mañana;Caiguda (dues rodes)
2018S002227;Sarrià-Sant Gervasi;Sant Gervasi - la Bonanova;Martes;2018;3;Marzo;20;8;Mañana;Col.lisió fronto-lateral
2018S002228;Nou Barris;Vilapicina i la Torre Llobeta;Martes;2018;3;Marzo;20;10;Mañana;Caiguda (dues rodes)
2018S002228;Nou Barris;Vilapicina i la Torre Llobeta;Martes;2018;3;Marzo;20;10;Mañana;Atropellament
2018S002229;Sarrià-Sant Gervasi;Sant Gervasi - Galvany;Martes;2018;3;Marzo;20;9;Mañana;Col.lisió fronto-lateral
2018S002230;Nou Barris;la Guineueta;Martes;2018;3;Marzo;20;10;Mañana;Col.lisió lateral
2018S002231;Sant Martí;el Clot;Martes;2018;3;Marzo;20;10;Mañana;Col.lisió fronto-lateral
2018S002232;Sarrià-Sant Gervasi;Sarrià;Martes;2018;3;Marzo;20;10;Mañana;Caiguda (dues rodes)
2018S002233;Horta-Guinardó;Sant Genís dels Agudells;Martes;2018;3;Marzo;20;11;Mañana;Caiguda (dues rodes)
2018S002233;Horta-Guinardó;Sant Genís dels Agudells;Martes;2018;3;Marzo;20;11;Mañana;Col.lisió fronto-lateral
2018S002234;Gràcia;la Salut;Martes;2018;3;Marzo;20;15;Tarde;Col.lisió fronto-lateral
2018S002235;Les Corts;les Corts;Martes;2018;3;Marzo;20;15;Tarde;Col.lisió fronto-lateral
2018S002236;Eixample;la Dreta de l'Eixample;Martes;2018;3;Marzo;20;15;Tarde;Col.lisió lateral
2018S002237;Sant Andreu;Sant Andreu;Martes;2018;3;Marzo;20;17;Tarde;Abast
2018S002238;Eixample;el Fort Pienc;Martes;2018;3;Marzo;20;17;Tarde;Col.lisió lateral
2018S002239;Sant Martí;el Clot;Martes;2018;3;Marzo;20;18;Tarde;Col.lisió lateral
2018S002240;Sant Andreu;Sant Andreu;Martes;2018;3;Marzo;20;19;Tarde;Caiguda (dues rodes)
